rat,group,session,trial,duration,iti,reinforced,criterion
52,10s,1,1,0.519999999999996,0.1580000000000012,0,10.0
52,10s,1,3,0.6880000000000024,0.1499999999999985,0,10.0
52,10s,1,5,1.0060000000000002,0.0159999999999982,0,10.0
52,10s,1,7,0.847999999999999,0.0339999999999918,0,10.0
52,10s,1,9,0.8900000000000006,0.1140000000000043,0,10.0
52,10s,1,11,1.833999999999989,0.0760000000000076,0,10.0
52,10s,1,13,1.8220000000000027,0.1700000000000017,0,10.0
52,10s,1,15,4.326000000000022,11.031999999999982,0,10.0
52,10s,1,16,0.7600000000000193,0.0420000000000015,0,10.0
52,10s,1,18,4.518000000000001,0.0619999999999834,0,10.0
52,10s,1,20,1.0840000000000032,0.0819999999999936,0,10.0
52,10s,1,22,0.6459999999999866,0.1440000000000054,0,10.0
52,10s,1,24,1.7860000000000014,11.421999999999995,0,10.0
52,10s,1,25,2.494,10.740000000000007,0,10.0
52,10s,1,26,0.9979999999999905,0.1020000000000038,0,10.0
52,10s,1,28,3.076000000000022,11.031999999999982,0,10.0
52,10s,1,29,0.8059999999999832,0.1340000000000145,0,10.0
52,10s,1,31,1.3400000000000318,0.1340000000000145,0,10.0
52,10s,1,33,0.1280000000000427,0.20799999999997,0,10.0
52,10s,1,35,0.3100000000000023,0.0979999999999563,0,10.0
52,10s,1,37,3.127999999999986,12.903999999999996,0,10.0
52,10s,1,38,3.584000000000003,11.398000000000025,0,10.0
52,10s,1,39,4.596000000000004,12.019999999999982,0,10.0
52,10s,1,40,7.545999999999992,13.626000000000031,0,10.0
52,10s,1,41,2.3139999999999645,10.862000000000023,0,10.0
52,10s,1,42,0.4440000000000168,0.0899999999999749,0,10.0
52,10s,1,44,3.3039999999999736,15.189999999999998,0,10.0
52,10s,1,45,0.1680000000000063,0.04200000000003,0,10.0
52,10s,1,47,1.2280000000000086,10.49200000000002,0,10.0
52,10s,1,48,10.331999999999994,4.6440000000000055,1,10.0
52,10s,1,49,8.47399999999999,13.980000000000018,0,10.0
52,10s,1,50,7.774000000000001,0.0439999999999827,0,10.0
52,10s,1,52,11.213999999999942,4.04200000000003,1,10.0
52,10s,1,53,10.437999999999988,5.145999999999958,1,10.0
52,10s,1,54,0.1180000000000518,0.0159999999999627,0,10.0
52,10s,1,56,9.924000000000092,0.1599999999999681,0,10.0
52,10s,1,58,0.4359999999999218,0.02800000000002,0,10.0
52,10s,1,60,8.02800000000002,10.682000000000016,0,10.0
52,10s,1,61,8.491999999999962,0.1520000000000436,0,10.0
52,10s,1,63,9.460000000000036,10.360000000000014,0,10.0
52,10s,1,64,0.0399999999999636,10.340000000000032,0,10.0
52,10s,1,65,0.5320000000000391,0.1379999999999199,0,10.0
52,10s,1,67,0.2120000000001027,0.0279999999999063,0,10.0
52,10s,1,69,0.5299999999999727,0.1000000000000227,0,10.0
52,10s,1,71,11.25400000000002,4.403999999999996,1,10.0
52,10s,1,72,8.426000000000045,11.096000000000004,0,10.0
