rat,session,trial,group,duration,iti,reinforced,criterion,valid
87,2.0,112,timeout20,0.2179999999998472,20.04200000000037,0.0,10.0,0.0
87,2.0,113,timeout20,28.291999999999916,1.4839999999999236,1.0,10.0,1.0
87,2.0,114,timeout20,37.297999999999774,,1.0,10.0,1.0
87,3.0,0,timeout20,14.389999999999997,2.3640000000000043,1.0,10.0,1.0
87,3.0,1,timeout20,12.613999999999997,1.8740000000000023,1.0,10.0,1.0
87,3.0,2,timeout20,12.393999999999998,2.147999999999996,1.0,10.0,1.0
87,3.0,3,timeout20,10.100000000000009,3.3559999999999945,1.0,10.0,1.0
87,3.0,4,timeout20,9.475999999999999,20.174000000000007,0.0,10.0,1.0
87,3.0,5,timeout20,14.315999999999988,2.2040000000000077,1.0,10.0,1.0
87,3.0,6,timeout20,10.816000000000003,1.6680000000000064,1.0,10.0,1.0
87,3.0,7,timeout20,9.858000000000004,23.591999999999985,0.0,10.0,1.0
87,3.0,8,timeout20,11.653999999999996,1.8900000000000148,1.0,10.0,1.0
87,3.0,9,timeout20,13.635999999999996,1.431999999999988,1.0,10.0,1.0
87,3.0,10,timeout20,0.8720000000000141,0.015999999999991132,0.0,10.0,1.0
87,3.0,11,timeout20,0.8919999999999959,20.506,0.0,10.0,0.0
87,3.0,12,timeout20,16.445999999999998,1.7420000000000186,1.0,10.0,1.0
87,3.0,13,timeout20,18.75399999999999,1.920000000000016,1.0,10.0,1.0
87,3.0,14,timeout20,13.407999999999959,1.3880000000000337,1.0,10.0,1.0
87,3.0,15,timeout20,17.017999999999972,1.7340000000000373,1.0,10.0,1.0
87,3.0,16,timeout20,11.699999999999989,1.2819999999999823,1.0,10.0,1.0
87,3.0,17,timeout20,15.072000000000003,1.7440000000000282,1.0,10.0,1.0
87,3.0,18,timeout20,10.192000000000007,7.371999999999957,1.0,10.0,1.0
87,3.0,19,timeout20,16.069999999999993,1.8780000000000427,1.0,10.0,1.0
87,3.0,20,timeout20,13.125999999999976,2.132000000000005,1.0,10.0,1.0
87,3.0,21,timeout20,16.005999999999972,1.914000000000044,1.0,10.0,1.0
87,3.0,22,timeout20,14.990000000000009,2.5459999999999923,1.0,10.0,1.0
87,3.0,23,timeout20,13.435999999999979,1.6000000000000227,1.0,10.0,1.0
87,3.0,24,timeout20,12.013999999999953,3.8460000000000036,1.0,10.0,1.0
87,3.0,25,timeout20,15.475999999999999,1.400000000000034,1.0,10.0,1.0
87,3.0,26,timeout20,16.783999999999992,1.6759999999999877,1.0,10.0,1.0
87,3.0,27,timeout20,15.701999999999998,1.4580000000000268,1.0,10.0,1.0
