rat,group,session,trial,duration,iti,reinforced,criterion
52,SHORT,1,1,5.411999999999999,6.0760000000000005,0,10.0
52,SHORT,1,2,2.7759999999999962,5.254000000000005,0,10.0
52,SHORT,1,3,6.167999999999999,5.2479999999999976,0,10.0
52,SHORT,1,4,0.5399999999999991,0.12400000000000233,0,10.0
52,SHORT,1,5,0.19599999999999795,4.9140000000000015,0,10.0
52,SHORT,1,6,10.694000000000003,0.17199999999999704,1,10.0
52,SHORT,1,7,0.3760000000000048,5.206000000000003,0,10.0
52,SHORT,1,8,9.629999999999995,6.543999999999997,0,10.0
52,SHORT,1,9,9.590000000000003,5.239999999999995,0,10.0
52,SHORT,1,10,10.805999999999997,3.265999999999991,1,10.0
52,SHORT,1,11,8.224000000000018,5.376000000000005,0,10.0
52,SHORT,1,12,0.25199999999998113,0.0700000000000216,0,10.0
52,SHORT,1,13,0.20599999999998886,5.127999999999986,0,10.0
52,SHORT,1,14,0.8620000000000232,0.04399999999998272,0,10.0
52,SHORT,1,15,0.7300000000000182,4.501999999999981,0,10.0
52,SHORT,1,16,0.5040000000000191,0.03999999999999204,0,10.0
52,SHORT,1,17,0.48400000000000887,4.945999999999998,0,10.0
52,SHORT,1,18,0.3599999999999852,5.4339999999999975,0,10.0
52,SHORT,1,19,11.558000000000021,4.921999999999997,1,10.0
52,SHORT,1,20,8.447999999999979,0.02200000000001978,0,10.0
52,SHORT,1,21,0.48599999999999,4.789999999999992,0,10.0
52,SHORT,1,22,1.3940000000000055,0.020000000000010232,0,10.0
52,SHORT,1,23,0.5660000000000025,5.518000000000001,0,10.0
52,SHORT,1,24,10.245999999999981,4.0400000000000205,1,10.0
52,SHORT,1,25,9.931999999999988,5.240000000000009,0,10.0
52,SHORT,1,26,1.3979999999999961,0.025999999999982037,0,10.0
52,SHORT,1,27,0.6000000000000227,4.6299999999999955,0,10.0
52,SHORT,1,28,0.4060000000000059,0.14599999999998658,0,10.0
52,SHORT,1,29,0.11199999999999477,5.0,0,10.0
52,SHORT,1,30,0.7040000000000077,0.060000000000002274,0,10.0
52,SHORT,1,31,0.17799999999999727,6.163999999999987,0,10.0
52,SHORT,1,32,10.328000000000003,3.5120000000000005,1,10.0
52,SHORT,1,33,10.288000000000011,4.220000000000027,1,10.0
52,SHORT,1,34,10.925999999999988,4.665999999999997,1,10.0
52,SHORT,1,35,9.199999999999989,5.625999999999976,0,10.0
52,SHORT,1,36,0.146000000000015,0.1260000000000332,0,10.0
52,SHORT,1,37,0.1199999999999477,5.176000000000045,0,10.0
52,SHORT,1,38,1.0480000000000018,5.685999999999979,0,10.0
52,SHORT,1,39,8.23599999999999,6.036000000000001,0,10.0
52,SHORT,1,40,10.960000000000036,3.3899999999999864,1,10.0
52,SHORT,1,41,9.69399999999996,5.2760000000000105,0,10.0
52,SHORT,1,42,11.608000000000004,5.449999999999989,1,10.0
52,SHORT,1,43,12.490000000000009,4.616000000000042,1,10.0
52,SHORT,1,44,8.189999999999998,5.239999999999952,0,10.0
52,SHORT,1,45,13.408000000000015,3.194000000000017,1,10.0
52,SHORT,1,46,13.084000000000003,3.7799999999999727,1,10.0
52,SHORT,1,47,11.362000000000023,5.551999999999964,1,10.0
52,SHORT,1,48,12.54400000000004,6.01400000000001,1,10.0
52,SHORT,1,49,9.461999999999989,6.927999999999997,0,10.0
52,SHORT,1,50,12.085999999999956,4.566000000000031,1,10.0
52,SHORT,1,51,10.858000000000061,4.295999999999935,1,10.0
52,SHORT,1,52,12.519999999999982,5.104000000000042,1,10.0
52,SHORT,1,53,10.025999999999954,5.509999999999991,1,10.0
52,SHORT,1,54,10.79600000000005,27.720000000000027,1,10.0
52,SHORT,1,55,9.823999999999955,6.274000000000001,0,10.0
52,SHORT,1,56,1.6680000000000064,0.13599999999996726,0,10.0
52,SHORT,1,57,0.13200000000006185,5.6440000000000055,0,10.0
52,SHORT,1,58,10.111999999999966,4.48599999999999,1,10.0
52,SHORT,1,59,10.854000000000042,3.7199999999999136,1,10.0
52,SHORT,1,60,11.09800000000007,6.20799999999997,1,10.0
52,SHORT,1,61,10.067999999999984,3.5860000000000127,1,10.0
52,SHORT,1,62,0.70799999999997,0.11800000000005184,0,10.0
52,SHORT,1,63,0.13599999999996726,5.958000000000084,0,10.0
52,SHORT,1,64,9.417999999999893,5.366000000000099,0,10.0
52,SHORT,1,65,0.34199999999998454,5.473999999999933,0,10.0
52,SHORT,1,66,0.6200000000000045,6.382000000000062,0,10.0
52,SHORT,1,67,9.535999999999945,6.331999999999994,0,10.0
52,SHORT,1,68,9.86200000000008,6.545999999999935,0,10.0
52,SHORT,1,69,6.786000000000058,5.490000000000009,0,10.0
52,SHORT,1,70,9.293999999999983,6.357999999999947,0,10.0
52,SHORT,1,71,9.048000000000002,6.762000000000057,0,10.0
52,SHORT,1,72,0.4819999999999709,0.07600000000002183,0,10.0
52,SHORT,1,73,0.2139999999999418,5.004000000000019,0,10.0
52,SHORT,1,74,0.42999999999995,0.08800000000007913,0,10.0
52,SHORT,1,75,0.16999999999995907,5.567999999999984,0,10.0
52,SHORT,1,76,8.788000000000011,6.072000000000003,0,10.0
52,SHORT,1,77,0.9220000000000255,5.391999999999939,0,10.0
52,SHORT,1,78,8.016000000000076,5.5359999999999445,0,10.0
52,SHORT,1,79,9.402000000000044,5.977999999999952,0,10.0
52,SHORT,1,80,9.783999999999992,5.30600000000004,0,10.0
52,SHORT,1,81,0.33199999999999363,0.08400000000006003,0,10.0
52,SHORT,1,82,0.16999999999995907,5.463999999999942,0,10.0
